placement,label,rounds,trainable_params,counted_gflops,batch1_ms_mean,batch1_ms_sd,batch32_fps_mean,batch32_fps_sd,inference_peak_allocated_gib_mean,inference_peak_allocated_gib_sd,training_step_ms_mean,training_step_ms_sd,training_peak_allocated_gib_mean,training_peak_allocated_gib_sd,projected_epoch_minutes_mean,projected_epoch_minutes_sd
attn_out,Attn-Out r30 alpha120,5,1478658,78.585005056,8.0411435388,0.11079308694528371,188.7200986734013,1.0298391960955653,2.0721245765686036,0.0034597365252453413,424.641295903,1.2109833548672393,13.29592456817627,2.0471813758848173e-05,25.40770420486283,0.0724571707328904
attn_qv,Attn-Q/V r15 alpha60,5,1478658,78.585005056,10.5548081536,0.03766010981076225,186.3231975695914,0.6998595459785364,2.073671817779541,0.0,444.20851373900007,1.1055942296372858,13.601414680480957,0.0,26.578476072050165,0.06615138807329886
mlp,MLP r6 alpha24,5,1478658,79.037989888,11.029847736399999,0.027591451450458625,181.826659818216,0.4856972713988297,2.073671817779541,0.0,478.96086269200003,0.8130426846097282,16.77989730834961,0.00021836601342771383,28.657824951071337,0.04864705396248245
mlp_attn_out,MLP+Attn-Out r5 alpha20,5,1478658,78.962492416,12.116595200399999,0.1984644551565578,180.4166875282748,0.39266838176713914,2.073671817779541,0.0,491.1150766100001,0.5106240159622015,17.67044315338135,0.0004913235302123561,29.38505208383167,0.03055233695507178
