record_type,candidate,seed,split,dataset,metric,value,threshold,source_constraint_value,analysis_units,raw_ece_15,brier
threshold,std_attn_out_r30_alpha120_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.7679738562091504,0.999839186668396,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.5079365079365079,0.9999905824661255,0.0008934554389099843,,,
threshold,std_attn_out_r30_alpha120_p025,7859,target,WildDeepfake,unit_f1_source_fixed,0.9107142857142857,0.500153300372375,0.9929078014184397,,,
threshold,std_attn_out_r30_alpha120_p025,7859,target,WildDeepfake,unit_eer_descriptive,0.14099378881987576,0.5231757788933464,,,,
threshold,std_attn_out_r30_alpha120_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.48179347826086955,0.999839186668396,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.2171195652173913,0.9999905824661255,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,Celeb-DF-v2,unit_f1_source_fixed,0.9298998569384836,0.5002918587816794,0.9929078014184397,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,Celeb-DF-v2,unit_eer_descriptive,0.08478189028420358,0.6494262167907436,,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,Celeb-DF-v2,frame_tpr_source_fpr_0.01,0.7451851851851852,0.999596893787384,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,Celeb-DF-v2,frame_tpr_source_fpr_0.001,0.3861111111111111,0.9999898672103882,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDC,unit_f1_source_fixed,0.7989130434782609,0.5002918587816794,0.9929078014184397,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDC,unit_eer_descriptive,0.18920068311655203,0.3458297617423038,,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDC,frame_tpr_source_fpr_0.01,0.5620542911504554,0.999596893787384,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDC,frame_tpr_source_fpr_0.001,0.3194724840597813,0.9999898672103882,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDCP,unit_f1_source_fixed,0.8659003831417624,0.5002918587816794,0.9929078014184397,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDCP,unit_eer_descriptive,0.1473727591180713,0.3948267020664557,,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDCP,frame_tpr_source_fpr_0.01,0.6437593852133203,0.999596893787384,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DFDCP,frame_tpr_source_fpr_0.001,0.40367458705061393,0.9999898672103882,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,UADFV,unit_f1_source_fixed,0.8867924528301887,0.5002918587816794,0.9929078014184397,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,UADFV,unit_eer_descriptive,0.04081632653061226,0.7693966764278369,,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,UADFV,frame_tpr_source_fpr_0.01,0.9529335912314636,0.999596893787384,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,UADFV,frame_tpr_source_fpr_0.001,0.7414571244358479,0.9999898672103882,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DeeperForensics-1.0,unit_f1_source_fixed,0.6713780918727915,0.5002918587816794,0.9929078014184397,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DeeperForensics-1.0,unit_eer_descriptive,0.023859286762234953,0.11509192952265342,,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.8032990974167444,0.999596893787384,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.5326797385620915,0.9999898672103882,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,WildDeepfake,unit_f1_source_fixed,0.9049773755656109,0.5002918587816794,0.9929078014184397,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,WildDeepfake,unit_eer_descriptive,0.14099378881987576,0.5049273920594715,,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.5404891304347826,0.999596893787384,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.21440217391304348,0.9999898672103882,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,Celeb-DF-v2,unit_f1_source_fixed,0.9256198347107437,0.5001790919245082,0.9964412811387899,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,Celeb-DF-v2,unit_eer_descriptive,0.09628222075346993,0.7967879997559066,,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,Celeb-DF-v2,frame_tpr_source_fpr_0.01,0.7965740740740741,0.9999171495437622,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,Celeb-DF-v2,frame_tpr_source_fpr_0.001,0.5274074074074074,0.9999915361404419,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDC,unit_f1_source_fixed,0.7741040462427745,0.5001790919245082,0.9964412811387899,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDC,unit_eer_descriptive,0.19515453749049594,0.3073255407439319,,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDC,frame_tpr_source_fpr_0.01,0.535344439441693,0.9999171495437622,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDC,frame_tpr_source_fpr_0.001,0.3900887423566833,0.9999915361404419,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDCP,unit_f1_source_fixed,0.8771929824561403,0.5001790919245082,0.9964412811387899,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDCP,unit_eer_descriptive,0.14401401195137029,0.4440208707160309,,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDCP,frame_tpr_source_fpr_0.01,0.6390778199805671,0.9999171495437622,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DFDCP,frame_tpr_source_fpr_0.001,0.43353060683685185,0.9999915361404419,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,UADFV,unit_f1_source_fixed,0.8545454545454545,0.5001790919245082,0.9964412811387899,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,UADFV,unit_eer_descriptive,0.061224489795918345,0.8138268517213874,,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,UADFV,frame_tpr_source_fpr_0.01,0.9580915538362347,0.9999171495437622,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,UADFV,frame_tpr_source_fpr_0.001,0.8407479045776918,0.9999915361404419,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DeeperForensics-1.0,unit_f1_source_fixed,0.46956521739130436,0.5001790919245082,0.9964412811387899,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DeeperForensics-1.0,unit_eer_descriptive,0.03450211873089247,0.24598282387159998,,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.76937441643324,0.9999171495437622,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.5107376283846872,0.9999915361404419,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,WildDeepfake,unit_f1_source_fixed,0.861244019138756,0.5001790919245082,0.9964412811387899,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,WildDeepfake,unit_eer_descriptive,0.18654244306418216,0.4349299919704208,,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.46358695652173915,0.9999171495437622,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.2589673913043478,0.9999915361404419,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,Celeb-DF-v2,unit_f1_source_fixed,0.9249999999999999,0.5001172371020459,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,Celeb-DF-v2,unit_eer_descriptive,0.10056179775280898,0.7581395603465353,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,Celeb-DF-v2,frame_tpr_source_fpr_0.01,0.762962962962963,0.9998780488967896,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,Celeb-DF-v2,frame_tpr_source_fpr_0.001,0.48305555555555557,0.999988317489624,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDC,unit_f1_source_fixed,0.7774699907663898,0.5001172371020459,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDC,unit_eer_descriptive,0.20004185851820847,0.3155116696531574,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDC,frame_tpr_source_fpr_0.01,0.5166228522461548,0.9998780488967896,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDC,frame_tpr_source_fpr_0.001,0.35388011793583246,0.999988317489624,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDCP,unit_f1_source_fixed,0.8675,0.5001172371020459,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDCP,unit_eer_descriptive,0.1531011745312178,0.46118397219106555,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDCP,frame_tpr_source_fpr_0.01,0.6300680151930041,0.9998780488967896,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DFDCP,frame_tpr_source_fpr_0.001,0.4066778553131349,0.999988317489624,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,UADFV,unit_f1_source_fixed,0.8623853211009175,0.5001172371020459,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,UADFV,unit_eer_descriptive,0.061224489795918345,0.8018893687112723,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,UADFV,frame_tpr_source_fpr_0.01,0.9542230818826564,0.9998780488967896,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,UADFV,frame_tpr_source_fpr_0.001,0.8620245003223727,0.999988317489624,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DeeperForensics-1.0,unit_f1_source_fixed,0.5338983050847458,0.5001172371020459,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DeeperForensics-1.0,unit_eer_descriptive,0.025334611948494755,0.23363052397689898,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.7570806100217865,0.9998780488967896,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.4923747276688453,0.999988317489624,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,WildDeepfake,unit_f1_source_fixed,0.8930232558139534,0.5001172371020459,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,WildDeepfake,unit_eer_descriptive,0.12474120082815736,0.39259450933604967,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.46902173913043477,0.9998780488967896,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,7859,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.25081521739130436,0.999988317489624,0.0008934554389099843,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,Celeb-DF-v2,unit_f1_source_fixed,0.9141193595342066,0.5040047231311746,0.9929078014184397,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,Celeb-DF-v2,unit_eer_descriptive,0.12931262392597487,0.6179676998435752,,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.01,0.6658333333333334,0.999903678894043,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.001,0.36462962962962964,0.9999916553497314,0.0006700915791824883,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDC,unit_f1_source_fixed,0.7516908212560387,0.5040047231311746,0.9929078014184397,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDC,unit_eer_descriptive,0.20684626351700153,0.2292439243885585,,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDC,frame_tpr_source_fpr_0.01,0.47488053913523404,0.999903678894043,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDC,frame_tpr_source_fpr_0.001,0.2929369217585801,0.9999916553497314,0.0006700915791824883,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDCP,unit_f1_source_fixed,0.8317880794701986,0.5040047231311746,0.9929078014184397,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDCP,unit_eer_descriptive,0.16100350298784255,0.293489343105648,,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.01,0.5649677590318877,0.999903678894043,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.001,0.33283278862291316,0.9999916553497314,0.0006700915791824883,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,UADFV,unit_f1_source_fixed,0.912621359223301,0.5040047231311746,0.9929078014184397,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,UADFV,unit_eer_descriptive,0.04081632653061226,0.7693210937577533,,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,UADFV,frame_tpr_source_fpr_0.01,0.8968407479045777,0.999903678894043,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,UADFV,frame_tpr_source_fpr_0.001,0.25338491295938104,0.9999916553497314,0.0006700915791824883,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DeeperForensics-1.0,unit_f1_source_fixed,0.8108108108108107,0.5040047231311746,0.9929078014184397,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DeeperForensics-1.0,unit_eer_descriptive,0.019675100608981463,0.1105105501304094,,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.8177715530656707,0.999903678894043,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.5213196389666978,0.9999916553497314,0.0006700915791824883,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,WildDeepfake,unit_f1_source_fixed,0.8990825688073394,0.5040047231311746,0.9929078014184397,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,WildDeepfake,unit_eer_descriptive,0.14099378881987576,0.4875267316092504,,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.5535326086956521,0.999903678894043,0.009828009828009828,,,
threshold,std_attn_out_r30_alpha120_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.2752717391304348,0.9999916553497314,0.0006700915791824883,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,Celeb-DF-v2,unit_f1_source_fixed,0.9300291545189505,0.5002677736854366,1.0,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,Celeb-DF-v2,unit_eer_descriptive,0.09053205551883675,0.6051961649209261,,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.01,0.6813888888888889,0.9995920062065125,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.001,0.3434259259259259,0.9999781847000122,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDC,unit_f1_source_fixed,0.7812865497076025,0.5002677736854366,1.0,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDC,unit_eer_descriptive,0.20004185851820847,0.2770483155745751,,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDC,frame_tpr_source_fpr_0.01,0.5488809167622838,0.9995920062065125,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDC,frame_tpr_source_fpr_0.001,0.3632626977095467,0.9999781847000122,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDCP,unit_f1_source_fixed,0.8306451612903225,0.5002677736854366,1.0,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDCP,unit_eer_descriptive,0.1531011745312178,0.2697268255408211,,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.01,0.5905838706828018,0.9995920062065125,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.001,0.41833760268527515,0.9999781847000122,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,UADFV,unit_f1_source_fixed,0.9400000000000001,0.5002677736854366,1.0,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,UADFV,unit_eer_descriptive,0.04081632653061226,0.6621351748833368,,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,UADFV,frame_tpr_source_fpr_0.01,0.9529335912314636,0.9995920062065125,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,UADFV,frame_tpr_source_fpr_0.001,0.8007736943907157,0.9999781847000122,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DeeperForensics-1.0,unit_f1_source_fixed,0.9208633093525178,0.5002677736854366,1.0,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DeeperForensics-1.0,unit_eer_descriptive,0.019896399386920435,0.049845240285827055,,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.7861811391223156,0.9995920062065125,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.5046685340802988,0.9999781847000122,0.0008934554389099843,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,WildDeepfake,unit_f1_source_fixed,0.8708133971291866,0.5002677736854366,1.0,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,WildDeepfake,unit_eer_descriptive,0.1453416149068323,0.31061475767637603,,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.44429347826086957,0.9995920062065125,0.009828009828009828,,,
threshold,std_attn_qv_r15_alpha60_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.19184782608695652,0.9999781847000122,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,Celeb-DF-v2,unit_f1_source_fixed,0.9363507779349363,0.5001233156478975,1.0,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,Celeb-DF-v2,unit_eer_descriptive,0.08478189028420358,0.6943830093368888,,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.01,0.7257407407407407,0.9998345375061035,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.001,0.40305555555555556,0.9999908208847046,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDC,unit_f1_source_fixed,0.7386279813130071,0.5001233156478975,1.0,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDC,unit_eer_descriptive,0.21173358454471403,0.201342569605913,,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDC,frame_tpr_source_fpr_0.01,0.4515983791085097,0.9998345375061035,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDC,frame_tpr_source_fpr_0.001,0.2527341650811172,0.9999908208847046,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDCP,unit_f1_source_fixed,0.8295302013422818,0.5001233156478975,1.0,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDCP,unit_eer_descriptive,0.14401401195137029,0.26988174223060923,,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.01,0.5631127992226835,0.9998345375061035,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.001,0.2829255366133734,0.9999908208847046,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,UADFV,unit_f1_source_fixed,0.9215686274509803,0.5001233156478975,1.0,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,UADFV,unit_eer_descriptive,0.04081632653061226,0.7065998643520288,,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,UADFV,frame_tpr_source_fpr_0.01,0.9194068343004513,0.9998345375061035,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,UADFV,frame_tpr_source_fpr_0.001,0.5164410058027079,0.9999908208847046,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DeeperForensics-1.0,unit_f1_source_fixed,0.7078651685393258,0.5001233156478975,1.0,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DeeperForensics-1.0,unit_eer_descriptive,0.02099059890006312,0.20895480078615947,,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.7818238406473701,0.9998345375061035,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.5068471833177716,0.9999908208847046,0.0008934554389099843,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,WildDeepfake,unit_f1_source_fixed,0.8258706467661692,0.5001233156478975,1.0,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,WildDeepfake,unit_eer_descriptive,0.14099378881987576,0.33327202819054946,,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.4057065217391304,0.9998345375061035,0.009828009828009828,,,
threshold,std_mlp_r6_alpha24_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.18369565217391304,0.9999908208847046,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,Celeb-DF-v2,unit_f1_source_fixed,0.9354375896700143,0.5000905208746076,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,Celeb-DF-v2,unit_eer_descriptive,0.09628222075346993,0.6530353616835782,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.01,0.6862037037037036,0.9998852014541626,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,Celeb-DF-v2,frame_tpr_source_fpr_0.001,0.3649074074074074,0.9999940395355225,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDC,unit_f1_source_fixed,0.7620656370656371,0.5000905208746076,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDC,unit_eer_descriptive,0.19047650905382574,0.24393821252670023,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDC,frame_tpr_source_fpr_0.01,0.46198312297570115,0.9998852014541626,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDC,frame_tpr_source_fpr_0.001,0.24150702241071298,0.9999940395355225,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDCP,unit_f1_source_fixed,0.8552971576227392,0.5000905208746076,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDCP,unit_eer_descriptive,0.14855759324129408,0.3467345195795133,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.01,0.5768925006624857,0.9998852014541626,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DFDCP,frame_tpr_source_fpr_0.001,0.2697641551099726,0.9999940395355225,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,UADFV,unit_f1_source_fixed,0.912621359223301,0.5000905208746076,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,UADFV,unit_eer_descriptive,0.04081632653061226,0.6558737122591083,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,UADFV,frame_tpr_source_fpr_0.01,0.9206963249516441,0.9998852014541626,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,UADFV,frame_tpr_source_fpr_0.001,0.41134751773049644,0.9999940395355225,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DeeperForensics-1.0,unit_f1_source_fixed,0.7636363636363637,0.5000905208746076,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DeeperForensics-1.0,unit_eer_descriptive,0.019896399386920435,0.16087633846109384,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.01,0.7489884842826019,0.9998852014541626,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,DeeperForensics-1.0,frame_tpr_source_fpr_0.001,0.4316837846249611,0.9999940395355225,0.0008934554389099843,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,WildDeepfake,unit_f1_source_fixed,0.8557692307692307,0.5000905208746076,0.9964412811387899,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,WildDeepfake,unit_eer_descriptive,0.14099378881987576,0.3769211985345464,,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.01,0.4682065217391304,0.9998852014541626,0.009828009828009828,,,
threshold,std_mlp_attn_out_r5_alpha20_p025,12011,target,WildDeepfake,frame_tpr_source_fpr_0.001,0.19782608695652174,0.9999940395355225,0.0008934554389099843,,,
